HS_size,HS_Head,house_type,wallMaterial,floor_status,waterSupplyRating,securityConsideration,entryRestrictions,insecurityReports,conduciveEnvironment,distanceTown,amenities.schools,amenities.tertiaryEducation,amenities.healthCenters,amenities.socialHalls,amenities.tradeCenters,amenities.worshipCenters,amenities.other,roadState,Which_means_of_transport_do_you_use,employmentStatus,HS_expenditure,jointIncome,rentPrice,currentIssues.currentIssues_header,currentIssues.State_of_the_economy_nd_employment_market,currentIssues.Food_Security_and_nutrition,currentIssues.Affordable_housing,currentIssues.Access_to_affordable_healthcare,homeOwnershipAspire,NGActions,countyActions,enoughtHousing,stayLength,expectMove,expectMove_HS,supportAHProject
3,male,bedsitter,stone,tiled,6,yes,yes,no,8,near,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,good,boda,selfEmployed,501_1000,10_001_30_000,7000,n/a,fairlySerious,somewhatProblem,verySerious,fairlySerious,yes,doMore,doingNothing,no,11,notSure,moreThree,yes
1,male,bedsitter,stone,tiled,7,yes,yes,no,9,near,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,good,boda,salaried,501_1000,10_001_30_000,7000,n/a,fairlySerious,verySerious,verySerious,verySerious,undecided,doMore,doMore,notSure,10,notSure,moreThree,yes
1,female,SC_one_bedr,stone,tiled,6,yes,notSure,notSure,8,near,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,good,tuktuk,salaried,1001_3000,30_000_50_000,15000,n/a,verySerious,fairlySerious,verySerious,verySerious,undecided,doMore,doMore,notSure,12,notSure,moreThree,maybe
1,male,SC_one_bedr,stone,tiled,8,notSure,notSure,notSure,10,near,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,good,boda,salaried,1001_3000,30_000_50_000,15000,n/a,fairlySerious,somewhatProblem,fairlySerious,somewhatProblem,undecided,doMore,doingNothing,notSure,6,notSure,moreThree,maybe
2,female,bedsitter,stone,cemented,6,yes,yes,no,7,near,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,good,tuktuk,salaried,501_1000,10_001_30_000,6000,n/a,fairlySerious,fairlySerious,verySerious,fairlySerious,yes,doMore,doingNothing,notSure,15,notSure,withinaYear,maybe
1,male,bedsitter,stone,cemented,8,yes,yes,no,8,near,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,good,tuktuk,selfEmployed,501_1000,10_001_30_000,6000,n/a,fairlySerious,verySerious,verySerious,somewhatProblem,undecided,doMore,doingNothing,notSure,10,notSure,twoThreeYrs,maybe
3,female,bedsitter,stone,cemented,8,yes,notSure,notSure,9,near,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,good,tuktuk,salaried,501_1000,10_001_30_000,6000,n/a,verySerious,fairlySerious,verySerious,fairlySerious,yes,doMore,doMore,no,16,no,moreThree,maybe
2,male,singleRoom,blockBrick,cemented,5,yes,notSure,no,6,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,bad,tuktuk,selfEmployed,501_1000,10_001_30_000,3000,n/a,verySerious,fairlySerious,verySerious,verySerious,undecided,doMore,doingNothing,notSure,14,notSure,withinaYear,maybe
1,female,singleRoom,blockBrick,cemented,4,yes,yes,no,6,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,bad,boda,salaried,501_1000,10_001_30_000,3000,n/a,fairlySerious,somewhatProblem,verySerious,somewhatProblem,undecided,doMore,doingNothing,notSure,12,notSure,twoThreeYrs,yes
1,female,singleRoom,blockBrick,cemented,4,notSure,yes,notSure,7,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,bad,tuktuk,salaried,501_1000,10_001_30_000,3000,n/a,verySerious,fairlySerious,fairlySerious,somewhatProblem,undecided,doMore,doingNothing,notSure,19,notSure,moreThree,maybe
2,male,singleRoom,blockBrick,cemented,5,yes,notSure,no,5,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,bad,tuktuk,salaried,below500,5001_10_000,3000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,undecided,doMore,doMore,notSure,16,notSure,moreThree,maybe
3,male,singleRoom,blockBrick,cemented,6,yes,yes,no,6,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,bad,tuktuk,selfEmployed,501_1000,10_001_30_000,3000,n/a,verySerious,fairlySerious,verySerious,fairlySerious,undecided,doMore,doMore,notSure,61,notSure,moreThree,maybe
2,male,bedsitter,blockBrick,cemented,5,yes,no,notSure,7,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,bad,tuktuk,salaried,501_1000,10_001_30_000,4000,n/a,verySerious,fairlySerious,verySerious,verySerious,undecided,doMore,doingNothing,notSure,35,notSure,moreThree,maybe
2,female,bedsitter,blockBrick,cemented,5,yes,notSure,no,6,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,bad,boda,selfEmployed,501_1000,10_001_30_000,4000,n/a,fairlySerious,fairlySerious,verySerious,somewhatProblem,undecided,doMore,doingNothing,notSure,20,notSure,moreThree,maybe
2,male,bedsitter,blockBrick,cemented,6,notSure,notSure,notSure,7,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,bad,boda,salaried,501_1000,10_001_30_000,4000,n/a,verySerious,somewhatProblem,verySerious,fairlySerious,undecided,doMore,doingNothing,notSure,24,notSure,moreThree,no
2,female,bedsitter,blockBrick,cemented,7,no,no,no,8,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,bad,tuktuk,selfEmployed,501_1000,10_001_30_000,4000,n/a,somewhatProblem,somewhatProblem,verySerious,somewhatProblem,undecided,doMore,doingNothing,notSure,32,notSure,moreThree,maybe
4,female,bedsitter,blockBrick,cemented,3,yes,notSure,notSure,9,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,bad,tuktuk,selfEmployed,501_1000,10_001_30_000,4000,n/a,verySerious,fairlySerious,verySerious,verySerious,undecided,doMore,doingNothing,notSure,13,notSure,moreThree,maybe
3,male,bedsitter,blockBrick,cemented,8,yes,yes,no,7,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,bad,tuktuk,selfEmployed,501_1000,10_001_30_000,4000,n/a,fairlySerious,verySerious,verySerious,fairlySerious,undecided,doMore,doingNothing,notSure,17,notSure,moreThree,maybe
2,male,bedsitter,blockBrick,cemented,6,yes,notSure,notSure,8,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,bad,tuktuk,salaried,501_1000,10_001_30_000,4000,n/a,fairlySerious,verySerious,verySerious,fairlySerious,yes,doMore,doingNothing,notSure,25,notSure,moreThree,maybe
2,female,singleRoom,blockBrick,cemented,5,notSure,notSure,notSure,6,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,bad,tuktuk,salaried,501_1000,10_001_30_000,3000,n/a,fairlySerious,somewhatProblem,verySerious,verySerious,undecided,doMore,doingNothing,notSure,24,notSure,moreThree,maybe
4,male,singleRoom,blockBrick,cemented,4,yes,no,no,5,near,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,good,boda,none,below500,5001_10_000,3500,n/a,verySerious,fairlySerious,verySerious,fairlySerious,yes,doMore,doMore,no,2,no,moreThree,yes
1,male,bedsitter,stone,tiled,7,yes,no,yes,8,far,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,bad,boda,selfEmployed,below500,below5000,5000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,2,yes,withinaYear,yes
1,female,singleRoom,blockBrick,cemented,7,yes,yes,notSure,8,far,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,good,boda,none,below500,below5000,3000,n/a,fairlySerious,somewhatProblem,fairlySerious,verySerious,yes,doMore,doingNothing,yes,3,yes,withinaYear,yes
1,male,bedsitter,blockBrick,tiled,8,yes,yes,notSure,8,far,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,good,matatu,selfEmployed,below500,10_001_30_000,6000,n/a,somewhatProblem,somewhatProblem,notProblem,fairlySerious,yes,doMore,doMore,no,5,yes,twoThreeYrs,yes
3,female,singleRoom,mud,earthed,4,yes,yes,yes,3,far,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,bad,boda,none,above3000,10_001_30_000,5000,n/a,fairlySerious,somewhatProblem,somewhatProblem,verySerious,yes,doMore,doMore,yes,2,notSure,withinaYear,yes
5,male,SC_two_bedr,blockBrick,tiled,7,yes,yes,yes,7,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,good,matatu,salaried,501_1000,above50_000,10000,n/a,fairlySerious,verySerious,fairlySerious,fairlySerious,yes,doMore,doMore,yes,5,yes,moreThree,yes
1,female,singleRoom,blockBrick,tiled,3,yes,no,no,5,veryFar,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,bad,boda,none,below500,below5000,3000,n/a,somewhatProblem,somewhatProblem,notProblem,verySerious,yes,doingNothing,doingNothing,yes,2,yes,moreThree,yes
1,female,singleRoom,blockBrick,tiled,5,yes,no,no,5,veryFar,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,good,boda,none,below500,below5000,3000,n/a,fairlySerious,fairlySerious,fairlySerious,fairlySerious,yes,doingEnough,doMore,notSure,1,yes,twoThreeYrs,maybe
3,male,singleRoom,blockBrick,cemented,3,yes,yes,no,4,near,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,bad,boda,none,below500,5001_10_000,2500,n/a,verySerious,verySerious,fairlySerious,fairlySerious,yes,doMore,doMore,yes,5,no,immediately,yes
3,male,SC_one_bedr,stone,tiled,7,yes,yes,notSure,9,near,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,good,boda,salaried,501_1000,30_000_50_000,8500,n/a,fairlySerious,verySerious,somewhatProblem,verySerious,yes,doMore,doMore,yes,2,yes,withinaYear,maybe
1,female,singleRoom,blockBrick,tiled,6,yes,no,yes,6,near,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,good,boda,none,below500,below5000,4000,n/a,fairlySerious,fairlySerious,verySerious,fairlySerious,undecided,doMore,doingNothing,notSure,1,notSure,immediately,no
4,male,SC_one_bedr,stone,tiled,7,yes,notSure,notSure,6,near,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,good,boda,salaried,501_1000,10_001_30_000,7500,n/a,fairlySerious,fairlySerious,fairlySerious,fairlySerious,yes,doMore,doMore,yes,3,yes,twoThreeYrs,no
1,male,bedsitter,blockBrick,tiled,6,notSure,no,notSure,8,near,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,bad,boda,none,below500,below5000,4500,n/a,somewhatProblem,fairlySerious,somewhatProblem,somewhatProblem,undecided,doingNothing,doingNothing,notSure,2,yes,withinaYear,maybe
1,female,bedsitter,stone,tiled,8,notSure,yes,notSure,7,veryNear,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,good,tuktuk,selfEmployed,below500,5001_10_000,4000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,fairlySerious,undecided,doingEnough,doMore,yes,2,yes,withinaYear,maybe
2,female,bedsitter,stone,tiled,8,yes,no,notSure,7,near,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,good,boda,none,below500,below5000,4000,n/a,fairlySerious,fairlySerious,fairlySerious,fairlySerious,undecided,doMore,doMore,yes,2,yes,withinaYear,yes
1,male,singleRoom,blockBrick,cemented,7,yes,yes,notSure,6,far,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,good,boda,salaried,501_1000,10_001_30_000,4000,n/a,fairlySerious,fairlySerious,somewhatProblem,fairlySerious,yes,doMore,doMore,notSure,3,yes,twoThreeYrs,yes
1,female,singleRoom,blockBrick,cemented,7,yes,yes,yes,8,near,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,good,boda,salaried,501_1000,10_001_30_000,5000,n/a,fairlySerious,fairlySerious,somewhatProblem,fairlySerious,yes,doMore,doMore,yes,3,yes,twoThreeYrs,maybe
2,female,bedsitter,stone,tiled,8,yes,no,no,9,veryNear,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,good,boda,selfEmployed,501_1000,30_000_50_000,6000,n/a,fairlySerious,fairlySerious,somewhatProblem,somewhatProblem,undecided,doMore,doMore,notSure,1,yes,withinaYear,yes
2,male,doubleRoom,blockBrick,tiled,7,yes,no,no,8,veryNear,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,good,boda,salaried,501_1000,10_001_30_000,6000,n/a,fairlySerious,fairlySerious,somewhatProblem,fairlySerious,yes,doMore,doMore,yes,2,yes,twoThreeYrs,yes
2,female,bedsitter,blockBrick,tiled,7,yes,no,no,8,veryNear,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,good,boda,selfEmployed,501_1000,10_001_30_000,5500,n/a,somewhatProblem,fairlySerious,somewhatProblem,fairlySerious,yes,doMore,doMore,yes,2,yes,twoThreeYrs,maybe
2,female,bedsitter,blockBrick,tiled,8,yes,no,notSure,7,near,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,good,boda,selfEmployed,501_1000,30_000_50_000,6500,n/a,fairlySerious,somewhatProblem,fairlySerious,somewhatProblem,yes,doingEnough,tooMuch,notSure,1,yes,withinaYear,yes
1,male,bedsitter,stone,tiled,9,yes,yes,notSure,9,far,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,good,boda,selfEmployed,below500,10_001_30_000,6500,n/a,fairlySerious,fairlySerious,somewhatProblem,fairlySerious,yes,doMore,doMore,yes,1,notSure,moreThree,yes
2,male,bedsitter,stone,tiled,8,yes,yes,notSure,8,far,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,good,boda,selfEmployed,501_1000,10_001_30_000,6500,n/a,fairlySerious,fairlySerious,somewhatProblem,fairlySerious,undecided,doMore,doMore,yes,1,yes,withinaYear,yes
1,male,bedsitter,stone,tiled,8,yes,yes,notSure,9,far,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,good,boda,selfEmployed,below500,10_001_30_000,6500,n/a,fairlySerious,fairlySerious,somewhatProblem,fairlySerious,yes,doMore,doMore,yes,1,yes,withinaYear,yes
1,male,bedsitter,stone,tiled,9,yes,yes,notSure,8,far,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,good,boda,none,below500,below5000,6500,n/a,fairlySerious,fairlySerious,somewhatProblem,fairlySerious,undecided,doingNothing,doingNothing,yes,1,yes,withinaYear,maybe
1,female,bedsitter,stone,tiled,8,yes,yes,notSure,8,far,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,good,boda,salaried,501_1000,10_001_30_000,6500,n/a,fairlySerious,fairlySerious,somewhatProblem,fairlySerious,yes,doMore,doMore,yes,2,notSure,twoThreeYrs,yes
1,female,bedsitter,stone,tiled,8,yes,yes,notSure,8,far,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,good,boda,salaried,501_1000,10_001_30_000,6500,n/a,fairlySerious,fairlySerious,somewhatProblem,fairlySerious,yes,doMore,doMore,notSure,1,notSure,withinaYear,maybe
2,female,bedsitter,stone,tiled,9,yes,yes,notSure,8,far,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,good,boda,salaried,501_1000,10_001_30_000,6500,n/a,fairlySerious,somewhatProblem,fairlySerious,somewhatProblem,yes,doMore,doMore,notSure,2,notSure,twoThreeYrs,maybe
2,female,bedsitter,stone,tiled,9,yes,yes,notSure,9,far,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,good,boda,salaried,1001_3000,10_001_30_000,6500,n/a,fairlySerious,fairlySerious,somewhatProblem,fairlySerious,undecided,doingNothing,doingNothing,notSure,1,notSure,withinaYear,maybe
1,male,bedsitter,stone,tiled,8,notSure,yes,yes,8,far,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,good,boda,selfEmployed,below500,10_001_30_000,6500,n/a,fairlySerious,fairlySerious,fairlySerious,fairlySerious,yes,doingEnough,doMore,yes,2,notSure,moreThree,yes
2,male,bedsitter,stone,tiled,8,yes,yes,notSure,8,far,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,good,boda,salaried,501_1000,10_001_30_000,6500,n/a,fairlySerious,fairlySerious,somewhatProblem,fairlySerious,yes,doingEnough,doMore,notSure,2,notSure,moreThree,yes
1,male,singleRoom,blockBrick,tiled,7,notSure,no,notSure,8,near,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,good,boda,selfEmployed,below500,10_001_30_000,4000,n/a,fairlySerious,fairlySerious,somewhatProblem,fairlySerious,undecided,doMore,doMore,notSure,1,yes,withinaYear,yes
2,male,singleRoom,blockBrick,tiled,8,notSure,no,notSure,9,near,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,good,boda,salaried,501_1000,10_001_30_000,4000,n/a,fairlySerious,somewhatProblem,fairlySerious,somewhatProblem,undecided,doMore,doMore,notSure,1,no,twoThreeYrs,maybe
1,female,singleRoom,blockBrick,tiled,8,yes,no,notSure,7,near,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,good,boda,salaried,501_1000,10_001_30_000,4000,n/a,fairlySerious,fairlySerious,somewhatProblem,fairlySerious,undecided,doMore,doMore,notSure,2,yes,twoThreeYrs,maybe
2,female,singleRoom,blockBrick,tiled,8,no,no,notSure,9,near,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,good,boda,selfEmployed,501_1000,10_001_30_000,4000,n/a,fairlySerious,somewhatProblem,fairlySerious,somewhatProblem,undecided,doingEnough,doMore,notSure,1,yes,withinaYear,maybe
1,male,singleRoom,blockBrick,tiled,8,no,no,notSure,8,near,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,good,boda,salaried,below500,10_001_30_000,4500,n/a,fairlySerious,somewhatProblem,fairlySerious,somewhatProblem,yes,doMore,doMore,notSure,1,notSure,moreThree,maybe
2,male,singleRoom,blockBrick,tiled,8,notSure,no,yes,8,near,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,good,boda,salaried,501_1000,10_001_30_000,4000,n/a,fairlySerious,fairlySerious,notProblem,fairlySerious,undecided,doingEnough,doMore,notSure,3,notSure,moreThree,maybe
1,female,singleRoom,blockBrick,tiled,8,no,no,notSure,8,near,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,good,boda,selfEmployed,501_1000,10_001_30_000,4000,n/a,fairlySerious,verySerious,somewhatProblem,fairlySerious,undecided,doingEnough,doMore,notSure,2,notSure,twoThreeYrs,maybe
2,male,singleRoom,blockBrick,tiled,7,notSure,no,notSure,8,near,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,good,boda,selfEmployed,below500,10_001_30_000,4000,n/a,fairlySerious,fairlySerious,somewhatProblem,fairlySerious,undecided,doMore,doMore,notSure,1,notSure,withinaYear,maybe
1,male,singleRoom,blockBrick,tiled,7,notSure,no,notSure,7,near,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,good,boda,salaried,below500,10_001_30_000,4000,n/a,fairlySerious,fairlySerious,somewhatProblem,fairlySerious,undecided,doingEnough,doMore,notSure,2,notSure,moreThree,maybe
1,female,singleRoom,blockBrick,tiled,8,no,no,notSure,8,near,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,good,boda,salaried,below500,10_001_30_000,4000,n/a,fairlySerious,somewhatProblem,fairlySerious,somewhatProblem,yes,doMore,doMore,notSure,2,notSure,twoThreeYrs,maybe
2,male,singleRoom,blockBrick,tiled,8,notSure,no,yes,6,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,good,boda,salaried,501_1000,10_001_30_000,4000,n/a,fairlySerious,somewhatProblem,fairlySerious,somewhatProblem,undecided,doMore,doMore,notSure,2,notSure,moreThree,maybe
1,male,singleRoom,blockBrick,tiled,8,no,no,notSure,8,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,good,boda,selfEmployed,below500,10_001_30_000,4000,n/a,fairlySerious,somewhatProblem,fairlySerious,somewhatProblem,yes,doingEnough,doMore,notSure,3,notSure,moreThree,maybe
4,female,doubleRoom,blockBrick,cemented,4,yes,no,yes,5,far,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,bad,boda,selfEmployed,501_1000,5001_10_000,5000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,5,yes,withinaYear,yes
1,male,singleRoom,blockBrick,cemented,6,yes,yes,notSure,7,far,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,bad,boda,selfEmployed,below500,5001_10_000,2800,n/a,fairlySerious,verySerious,fairlySerious,verySerious,yes,doMore,doMore,no,4,no,moreThree,yes
2,male,bedsitter,blockBrick,tiled,7,yes,yes,no,7,far,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,bad,boda,salaried,501_1000,10_001_30_000,5700,n/a,verySerious,verySerious,fairlySerious,fairlySerious,yes,doMore,doMore,no,6,no,twoThreeYrs,yes
2,male,bedsitter,blockBrick,tiled,8,yes,yes,no,7,far,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,501_1000,5001_10_000,5700,n/a,verySerious,verySerious,fairlySerious,fairlySerious,yes,doMore,doMore,no,5,no,twoThreeYrs,yes
3,male,bedsitter,blockBrick,tiled,8,yes,yes,notSure,6,far,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,bad,boda,selfEmployed,501_1000,5001_10_000,6000,n/a,verySerious,fairlySerious,verySerious,verySerious,yes,doMore,doMore,no,2,yes,twoThreeYrs,yes
1,female,singleRoom,blockBrick,cemented,5,yes,no,notSure,5,far,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,bad,boda,none,below500,below5000,3000,n/a,verySerious,verySerious,verySerious,verySerious,yes,doMore,doMore,yes,1,no,moreThree,yes
1,female,singleRoom,blockBrick,tiled,7,yes,no,notSure,6,far,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,bad,boda,selfEmployed,below500,below5000,2500,n/a,verySerious,verySerious,verySerious,verySerious,yes,doMore,doMore,no,1,no,moreThree,yes
5,male,SC_one_bedr,blockBrick,tiled,8,yes,yes,notSure,7,far,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,bad,boda,salaried,1001_3000,10_001_30_000,0,n/a,verySerious,verySerious,verySerious,verySerious,no,doMore,doMore,no,10,yes,withinaYear,yes
5,male,SC_two_bedr,blockBrick,tiled,8,yes,yes,notSure,7,far,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,1001_3000,10_001_30_000,0,n/a,verySerious,verySerious,verySerious,verySerious,no,doMore,doMore,no,8,yes,twoThreeYrs,yes
1,female,singleRoom,blockBrick,cemented,6,yes,no,notSure,6,far,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,bad,boda,none,below500,below5000,2500,n/a,verySerious,verySerious,verySerious,verySerious,yes,doMore,doMore,no,3,no,withinaYear,yes
4,female,doubleRoom,blockBrick,cemented,5,yes,no,notSure,7,far,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,bad,boda,selfEmployed,below500,below5000,4000,n/a,verySerious,verySerious,verySerious,verySerious,yes,doMore,doMore,no,6,yes,moreThree,yes
2,male,bedsitter,blockBrick,tiled,8,yes,yes,no,8,far,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,bad,boda,selfEmployed,501_1000,5001_10_000,5500,n/a,verySerious,verySerious,verySerious,verySerious,yes,doingNothing,doingNothing,yes,5,no,moreThree,yes
2,female,singleRoom,blockBrick,tiled,7,yes,yes,notSure,7,far,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,bad,boda,selfEmployed,below500,below5000,3800,n/a,verySerious,verySerious,verySerious,verySerious,yes,doingNothing,doingNothing,no,4,yes,twoThreeYrs,yes
1,female,bedsitter,blockBrick,tiled,7,yes,yes,no,7,far,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,good,boda,selfEmployed,501_1000,5001_10_000,5600,n/a,verySerious,verySerious,verySerious,verySerious,yes,doingNothing,doingNothing,no,5,no,moreThree,yes
