HS_size,HS_Head,house_type,wallMaterial,floor_status,waterSupplyRating,securityConsideration,entryRestrictions,insecurityReports,conduciveEnvironment,distanceTown,amenities.schools,amenities.tertiaryEducation,amenities.healthCenters,amenities.socialHalls,amenities.tradeCenters,amenities.worshipCenters,amenities.other,roadState,Which_means_of_transport_do_you_use,employmentStatus,HS_expenditure,jointIncome,rentPrice,currentIssues.currentIssues_header,currentIssues.State_of_the_economy_nd_employment_market,currentIssues.Food_Security_and_nutrition,currentIssues.Affordable_housing,currentIssues.Access_to_affordable_healthcare,homeOwnershipAspire,NGActions,countyActions,enoughtHousing,stayLength,expectMove,expectMove_HS,supportAHProject
3,male,singleRoom,blockBrick,tiled,8,yes,yes,notSure,7,far,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,bad,boda,selfEmployed,below500,5001_10_000,3500,n/a,verySerious,verySerious,verySerious,verySerious,yes,doingNothing,doingNothing,no,6,yes,moreThree,yes
1,female,singleRoom,blockBrick,tiled,7,yes,no,notSure,7,far,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,bad,boda,none,below500,below5000,2500,n/a,verySerious,verySerious,verySerious,verySerious,yes,doMore,doMore,no,1,no,moreThree,yes
5,male,SC_one_bedr,stone,tiled,8,yes,yes,no,7,far,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,good,boda,salaried,1001_3000,30_000_50_000,0,n/a,verySerious,verySerious,verySerious,verySerious,yes,doingNothing,doingNothing,no,15,no,moreThree,yes
2,male,singleRoom,blockBrick,cemented,7,yes,no,notSure,7,far,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,good,boda,none,below500,below5000,2800,n/a,verySerious,verySerious,verySerious,verySerious,yes,doMore,doMore,no,3,no,moreThree,yes
4,male,bedsitter,blockBrick,tiled,8,yes,yes,notSure,8,far,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,good,boda,selfEmployed,501_1000,5001_10_000,4800,n/a,verySerious,verySerious,verySerious,verySerious,yes,doMore,doMore,no,4,no,moreThree,yes
1,female,singleRoom,blockBrick,cemented,8,yes,no,notSure,6,far,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,bad,boda,none,below500,below5000,2200,n/a,verySerious,verySerious,verySerious,verySerious,yes,doingNothing,doingNothing,no,6,no,moreThree,yes
4,male,SC_one_bedr,blockBrick,tiled,8,yes,yes,notSure,7,far,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,bad,boda,selfEmployed,501_1000,5001_10_000,6000,n/a,verySerious,verySerious,verySerious,verySerious,yes,doMore,doMore,no,10,no,moreThree,yes
2,female,singleRoom,blockBrick,cemented,5,yes,no,notSure,6,far,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,good,other,selfEmployed,below500,below5000,2200,n/a,verySerious,verySerious,verySerious,verySerious,yes,doingNothing,doMore,no,5,no,moreThree,yes
1,female,singleRoom,blockBrick,cemented,4,yes,no,notSure,7,veryFar,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,good,boda,none,below500,below5000,1800,n/a,verySerious,fairlySerious,verySerious,verySerious,yes,doMore,doMore,notSure,2,yes,twoThreeYrs,yes
4,male,SC_two_bedr,blockBrick,tiled,8,yes,yes,no,7,far,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,good,boda,salaried,1001_3000,30_000_50_000,0,n/a,verySerious,verySerious,verySerious,verySerious,yes,doingNothing,doingNothing,no,15,yes,twoThreeYrs,yes
4,male,SC_two_bedr,blockBrick,earthed,7,yes,yes,notSure,8,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,good,other,salaried,1001_3000,30_000_50_000,0,n/a,verySerious,fairlySerious,fairlySerious,verySerious,yes,doMore,doMore,no,13,no,moreThree,yes
6,male,SC_three_bedr,stone,tiled,8,yes,yes,no,8,far,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,good,other,salaried,1001_3000,30_000_50_000,0,n/a,verySerious,verySerious,verySerious,fairlySerious,yes,doingNothing,doingNothing,no,20,notSure,moreThree,maybe
1,female,singleRoom,blockBrick,earthed,5,yes,no,notSure,6,far,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,bad,boda,none,below500,below5000,2300,n/a,verySerious,verySerious,verySerious,verySerious,yes,doingNothing,doingNothing,no,3,no,withinaYear,maybe
1,male,singleRoom,stone,cemented,6,yes,no,notSure,7,far,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,good,boda,none,below500,below5000,2200,n/a,verySerious,verySerious,verySerious,verySerious,yes,doMore,doMore,no,6,no,moreThree,yes
2,male,singleRoom,blockBrick,tiled,7,yes,no,notSure,7,far,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,good,boda,selfEmployed,below500,below5000,2500,n/a,verySerious,fairlySerious,verySerious,fairlySerious,yes,doingNothing,doingNothing,no,7,notSure,moreThree,yes
3,male,bedsitter,blockBrick,tiled,7,yes,yes,notSure,5,far,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,bad,boda,selfEmployed,501_1000,10_001_30_000,6500,n/a,verySerious,verySerious,verySerious,verySerious,yes,doMore,doMore,no,10,notSure,twoThreeYrs,maybe
2,male,bedsitter,stone,tiled,7,yes,yes,no,6,far,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,good,boda,selfEmployed,501_1000,5001_10_000,6500,n/a,verySerious,fairlySerious,fairlySerious,verySerious,yes,doingNothing,doMore,no,7,no,twoThreeYrs,yes
1,female,singleRoom,blockBrick,cemented,6,yes,no,notSure,7,far,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,bad,boda,none,below500,below5000,2500,n/a,verySerious,verySerious,verySerious,verySerious,yes,doingNothing,doingNothing,no,1,no,twoThreeYrs,maybe
5,male,doubleRoom,stone,cemented,7,yes,no,yes,7,far,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,good,boda,selfEmployed,below500,5001_10_000,4000,n/a,verySerious,verySerious,verySerious,verySerious,yes,doingNothing,doingNothing,no,11,no,moreThree,maybe
3,male,SC_one_bedr,stone,tiled,7,yes,yes,notSure,7,far,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,good,other,salaried,1001_3000,30_000_50_000,0,n/a,verySerious,verySerious,verySerious,verySerious,yes,doMore,doMore,no,10,notSure,moreThree,yes
3,female,bedsitter,stone,tiled,8,yes,yes,no,7,far,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,good,boda,selfEmployed,below500,below5000,4000,n/a,verySerious,fairlySerious,verySerious,fairlySerious,yes,doingNothing,doingNothing,no,5,notSure,moreThree,yes
1,female,singleRoom,blockBrick,cemented,7,yes,no,notSure,6,far,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,good,boda,none,below500,below5000,2500,n/a,verySerious,fairlySerious,fairlySerious,fairlySerious,yes,doingNothing,doingNothing,no,2,no,twoThreeYrs,yes
2,male,doubleRoom,blockBrick,cemented,6,yes,no,no,7,far,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,bad,boda,none,below500,below5000,0,n/a,verySerious,verySerious,verySerious,verySerious,no,doingNothing,doingNothing,no,13,notSure,moreThree,maybe
1,female,singleRoom,blockBrick,cemented,5,yes,no,no,6,far,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,good,boda,selfEmployed,below500,below5000,3500,n/a,verySerious,verySerious,verySerious,verySerious,yes,doingNothing,doingNothing,no,3,no,moreThree,yes
4,male,SC_one_bedr,stone,tiled,6,yes,yes,no,7,near,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,good,other,selfEmployed,1001_3000,10_001_30_000,10000,n/a,verySerious,verySerious,verySerious,fairlySerious,yes,doMore,doMore,no,15,no,twoThreeYrs,yes
1,male,singleRoom,blockBrick,cemented,6,yes,no,notSure,7,far,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,none,below500,below5000,2500,n/a,verySerious,verySerious,verySerious,fairlySerious,yes,doMore,doMore,no,2,no,moreThree,yes
2,male,singleRoom,blockBrick,cemented,5,yes,no,notSure,6,far,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,good,boda,selfEmployed,below500,below5000,2800,n/a,verySerious,verySerious,verySerious,verySerious,yes,doingNothing,doingNothing,no,7,notSure,moreThree,no
1,female,singleRoom,blockBrick,tiled,5,yes,no,notSure,6,far,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,good,boda,none,below500,below5000,2500,n/a,fairlySerious,verySerious,verySerious,verySerious,yes,doingNothing,doingNothing,no,1,no,moreThree,maybe
1,male,bedsitter,stone,tiled,6,yes,yes,no,8,far,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,good,boda,selfEmployed,501_1000,10_001_30_000,6800,n/a,verySerious,fairlySerious,verySerious,verySerious,yes,doingNothing,doMore,no,9,notSure,moreThree,maybe
2,female,SC_one_bedr,stone,cemented,9,yes,yes,notSure,7,near,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,good,boda,salaried,501_1000,10_001_30_000,5000,n/a,verySerious,verySerious,verySerious,verySerious,yes,doingNothing,doMore,no,12,no,twoThreeYrs,yes
1,male,singleRoom,stone,cemented,6,yes,no,notSure,6,far,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,bad,boda,none,below500,below5000,2500,n/a,verySerious,fairlySerious,fairlySerious,verySerious,yes,doMore,doMore,no,11,no,moreThree,yes
4,male,SC_three_bedr,stone,tiled,7,yes,yes,no,8,near,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,good,other,salaried,501_1000,30_000_50_000,0,n/a,fairlySerious,verySerious,verySerious,verySerious,yes,doingNothing,doMore,no,15,notSure,moreThree,yes
5,male,SC_three_bedr,stone,tiled,9,yes,yes,notSure,8,near,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,good,other,salaried,1001_3000,30_000_50_000,0,n/a,verySerious,verySerious,verySerious,verySerious,yes,doingNothing,doMore,no,10,notSure,moreThree,yes
1,male,singleRoom,blockBrick,tiled,8,yes,no,no,6,veryFar,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,none,below500,below5000,1800,n/a,verySerious,verySerious,verySerious,verySerious,yes,doingNothing,doingNothing,no,1,notSure,moreThree,yes
5,female,SC_two_bedr,stone,tiled,8,yes,yes,notSure,8,near,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,good,other,salaried,1001_3000,10_001_30_000,0,n/a,verySerious,fairlySerious,verySerious,verySerious,yes,doMore,doMore,no,15,notSure,moreThree,maybe
1,female,singleRoom,blockBrick,cemented,5,yes,no,yes,6,far,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,bad,boda,none,below500,below5000,2000,n/a,fairlySerious,fairlySerious,fairlySerious,fairlySerious,yes,doMore,doMore,no,1,no,moreThree,maybe
1,male,singleRoom,mud,earthed,5,yes,no,notSure,4,far,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,bad,boda,none,below500,below5000,0,n/a,verySerious,verySerious,verySerious,verySerious,yes,doingNothing,doMore,no,3,no,moreThree,maybe
1,male,singleRoom,mud,earthed,5,yes,no,notSure,6,far,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,bad,boda,none,below500,below5000,0,n/a,verySerious,verySerious,verySerious,verySerious,yes,doingNothing,doingNothing,no,12,no,moreThree,maybe
4,female,doubleRoom,stone,cemented,5,yes,no,notSure,6,far,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,bad,boda,selfEmployed,501_1000,5001_10_000,4500,n/a,verySerious,fairlySerious,fairlySerious,verySerious,yes,doingNothing,doingNothing,no,12,yes,withinaYear,maybe
2,male,bedsitter,blockBrick,tiled,7,yes,yes,no,7,near,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,good,boda,salaried,501_1000,10_001_30_000,6000,n/a,verySerious,verySerious,verySerious,verySerious,yes,doMore,doingNothing,no,6,no,moreThree,maybe
5,female,SC_two_bedr,stone,tiled,9,yes,yes,notSure,10,far,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,bad,other,salaried,501_1000,30_000_50_000,0,n/a,verySerious,verySerious,verySerious,verySerious,yes,doingNothing,doMore,no,15,yes,moreThree,yes
1,male,bedsitter,blockBrick,tiled,8,yes,yes,notSure,8,far,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,bad,boda,none,below500,below5000,6440,n/a,verySerious,verySerious,verySerious,verySerious,yes,doingNothing,doingNothing,no,10,notSure,moreThree,yes
1,female,singleRoom,blockBrick,cemented,5,yes,no,no,6,far,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,bad,boda,none,below500,below5000,3000,n/a,verySerious,fairlySerious,verySerious,verySerious,yes,doMore,doMore,no,4,notSure,twoThreeYrs,maybe
3,male,bedsitter,stone,tiled,7,yes,no,yes,8,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,selfEmployed,501_1000,5001_10_000,8000,n/a,verySerious,verySerious,fairlySerious,fairlySerious,yes,doingNothing,doingNothing,no,12,yes,twoThreeYrs,maybe
1,female,singleRoom,blockBrick,tiled,5,yes,no,notSure,5,far,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,bad,boda,none,below500,below5000,3000,n/a,verySerious,fairlySerious,fairlySerious,fairlySerious,yes,doingNothing,doMore,no,1,no,withinaYear,maybe
1,male,singleRoom,blockBrick,tiled,6,yes,yes,no,4,veryFar,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,good,boda,selfEmployed,501_1000,5001_10_000,0,n/a,verySerious,verySerious,verySerious,verySerious,yes,doingNothing,doingNothing,no,15,yes,moreThree,yes
1,female,singleRoom,mud,earthed,4,yes,no,yes,4,far,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,bad,boda,selfEmployed,below500,below5000,0,n/a,verySerious,verySerious,verySerious,verySerious,yes,doingNothing,doMore,no,10,notSure,twoThreeYrs,maybe
5,male,doubleRoom,mud,earthed,3,yes,no,notSure,5,far,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,bad,boda,selfEmployed,below500,below5000,0,n/a,verySerious,fairlySerious,verySerious,fairlySerious,yes,doingNothing,doingNothing,notSure,20,no,twoThreeYrs,maybe
1,male,bedsitter,blockBrick,tiled,8,yes,yes,notSure,8,near,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,good,other,selfEmployed,501_1000,10_001_30_000,8000,n/a,verySerious,verySerious,verySerious,verySerious,yes,doingNothing,doingNothing,yes,15,no,immediately,maybe
2,male,singleRoom,blockBrick,cemented,6,yes,no,yes,5,near,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,bad,boda,selfEmployed,501_1000,10_001_30_000,3000,n/a,fairlySerious,verySerious,verySerious,fairlySerious,yes,doMore,doMore,no,8,no,twoThreeYrs,maybe
1,female,bedsitter,blockBrick,tiled,5,yes,no,yes,6,far,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,none,below500,below5000,6000,n/a,fairlySerious,somewhatProblem,verySerious,fairlySerious,yes,doMore,doMore,no,2,no,twoThreeYrs,maybe
5,male,SC_two_bedr,stone,tiled,8,yes,yes,no,9,far,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,other,salaried,1001_3000,30_000_50_000,0,n/a,verySerious,fairlySerious,fairlySerious,verySerious,yes,doingNothing,doingNothing,no,20,no,moreThree,maybe
1,female,singleRoom,stone,cemented,4,yes,no,notSure,5,far,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,bad,boda,none,below500,below5000,2400,n/a,verySerious,verySerious,verySerious,verySerious,yes,doingNothing,doingNothing,no,3,no,moreThree,maybe
1,male,singleRoom,blockBrick,cemented,2,yes,no,no,7,veryFar,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,bad,boda,selfEmployed,below500,below5000,0,n/a,verySerious,verySerious,verySerious,fairlySerious,yes,doingNothing,doingNothing,no,15,no,twoThreeYrs,maybe
1,male,SC_three_bedr,stone,tiled,8,yes,yes,no,8,far,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,bad,other,salaried,1001_3000,30_000_50_000,0,n/a,verySerious,fairlySerious,verySerious,fairlySerious,yes,doMore,doMore,no,15,yes,twoThreeYrs,maybe
1,female,singleRoom,blockBrick,cemented,8,yes,no,notSure,5,far,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,bad,boda,none,below500,below5000,2500,n/a,verySerious,fairlySerious,verySerious,fairlySerious,yes,doingNothing,doMore,no,6,notSure,moreThree,maybe
5,female,doubleRoom,stone,cemented,5,yes,no,notSure,7,far,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,bad,tuktuk,selfEmployed,501_1000,10_001_30_000,4000,n/a,fairlySerious,fairlySerious,fairlySerious,verySerious,yes,doingNothing,doMore,no,17,no,twoThreeYrs,maybe
1,male,singleRoom,mud,earthed,5,yes,no,yes,4,far,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,bad,boda,none,below500,below5000,1000,n/a,verySerious,verySerious,verySerious,verySerious,yes,doingNothing,doingNothing,no,1,no,moreThree,maybe
1,female,bedsitter,stone,tiled,7,yes,yes,notSure,7,near,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,bad,boda,selfEmployed,501_1000,5001_10_000,6800,n/a,verySerious,verySerious,verySerious,verySerious,yes,doingNothing,doingNothing,no,1,yes,twoThreeYrs,yes
4,male,bedsitter,stone,tiled,9,yes,yes,notSure,9,near,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,good,boda,salaried,501_1000,10_001_30_000,6000,n/a,verySerious,verySerious,verySerious,verySerious,yes,doMore,doMore,yes,15,yes,moreThree,maybe
5,female,other,mud,earthed,5,yes,yes,notSure,5,veryFar,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,veryBad,boda,none,below500,below5000,0,n/a,verySerious,verySerious,verySerious,verySerious,yes,doingNothing,doingNothing,no,13,no,moreThree,maybe
2,male,bedsitter,blockBrick,tiled,7,yes,yes,notSure,8,far,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,bad,boda,selfEmployed,501_1000,10_001_30_000,8000,n/a,verySerious,verySerious,verySerious,verySerious,yes,doingNothing,doMore,no,15,no,moreThree,maybe
1,female,bedsitter,blockBrick,tiled,8,yes,yes,notSure,8,near,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,good,tuktuk,selfEmployed,501_1000,10_001_30_000,8000,n/a,verySerious,verySerious,fairlySerious,fairlySerious,yes,doingNothing,doMore,no,10,notSure,twoThreeYrs,yes
3,male,SC_one_bedr,blockBrick,tiled,8,yes,yes,notSure,9,near,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,good,other,salaried,1001_3000,30_000_50_000,12000,n/a,verySerious,fairlySerious,fairlySerious,verySerious,yes,doMore,doMore,no,10,notSure,moreThree,maybe
1,male,singleRoom,stone,tiled,5,yes,yes,notSure,6,far,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,bad,boda,none,below500,below5000,2000,n/a,verySerious,verySerious,verySerious,verySerious,yes,doingNothing,doMore,no,1,no,moreThree,maybe
2,male,bedsitter,stone,tiled,8,yes,yes,notSure,8,far,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,good,boda,selfEmployed,501_1000,5001_10_000,6500,n/a,verySerious,verySerious,verySerious,verySerious,yes,doMore,doMore,no,14,yes,twoThreeYrs,yes
4,male,doubleRoom,blockBrick,cemented,6,yes,no,no,7,far,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,good,tuktuk,selfEmployed,501_1000,5001_10_000,5000,n/a,fairlySerious,fairlySerious,verySerious,verySerious,yes,doMore,doMore,no,6,notSure,twoThreeYrs,maybe
1,female,singleRoom,mud,earthed,6,yes,no,yes,6,far,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,bad,boda,selfEmployed,below500,below5000,0,n/a,verySerious,verySerious,verySerious,verySerious,yes,doingNothing,doMore,no,10,notSure,moreThree,maybe
1,female,singleRoom,blockBrick,tiled,5,yes,yes,no,5,far,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,bad,boda,selfEmployed,501_1000,5001_10_000,2800,n/a,verySerious,fairlySerious,verySerious,fairlySerious,yes,doingNothing,doingNothing,no,11,yes,moreThree,yes
4,female,bedsitter,stone,cemented,6,yes,yes,notSure,6,far,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,bad,tuktuk,selfEmployed,501_1000,5001_10_000,5000,n/a,verySerious,fairlySerious,verySerious,verySerious,yes,doMore,doMore,no,13,notSure,twoThreeYrs,yes
1,male,singleRoom,blockBrick,cemented,5,yes,no,yes,5,far,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,bad,tuktuk,none,below500,below5000,2000,n/a,verySerious,verySerious,verySerious,verySerious,yes,doMore,doMore,no,1,no,moreThree,maybe
2,male,bedsitter,blockBrick,tiled,5,yes,yes,notSure,5,far,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,good,boda,salaried,501_1000,10_001_30_000,6800,n/a,verySerious,verySerious,verySerious,verySerious,yes,doingNothing,doMore,no,6,yes,withinaYear,maybe
1,female,bedsitter,blockBrick,tiled,6,yes,yes,notSure,7,far,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,501_1000,10_001_30_000,5500,n/a,fairlySerious,verySerious,fairlySerious,fairlySerious,yes,doMore,doingNothing,yes,5,notSure,twoThreeYrs,yes
1,female,bedsitter,blockBrick,tiled,7,yes,yes,notSure,8,far,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,selfEmployed,501_1000,10_001_30_000,6000,n/a,verySerious,verySerious,verySerious,verySerious,yes,doingNothing,doingNothing,no,11,yes,twoThreeYrs,yes
6,male,SC_two_bedr,stone,tiled,8,yes,yes,notSure,8,near,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,good,other,salaried,1001_3000,30_000_50_000,15000,n/a,fairlySerious,verySerious,fairlySerious,fairlySerious,yes,doingNothing,doMore,no,21,no,moreThree,yes
1,female,singleRoom,mud,earthed,4,yes,no,yes,5,far,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,bad,boda,none,below500,below5000,0,n/a,verySerious,verySerious,verySerious,verySerious,yes,doingNothing,doingNothing,no,7,notSure,moreThree,maybe
1,male,bedsitter,stone,tiled,6,yes,yes,notSure,7,near,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,good,boda,selfEmployed,501_1000,5001_10_000,6000,n/a,verySerious,verySerious,verySerious,verySerious,yes,doingNothing,doMore,no,15,yes,moreThree,yes
1,male,singleRoom,blockBrick,cemented,5,yes,no,notSure,5,far,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,bad,tuktuk,selfEmployed,below500,below5000,2500,n/a,verySerious,verySerious,verySerious,verySerious,yes,doingNothing,doMore,no,1,yes,moreThree,yes
1,female,bedsitter,stone,tiled,7,yes,yes,notSure,7,far,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,bad,boda,selfEmployed,below500,below5000,6000,n/a,verySerious,verySerious,verySerious,verySerious,yes,doingNothing,doMore,no,4,notSure,moreThree,maybe
4,male,doubleRoom,stone,cemented,6,yes,yes,notSure,6,far,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,bad,tuktuk,selfEmployed,below500,below5000,4500,n/a,verySerious,fairlySerious,verySerious,verySerious,yes,doingNothing,doMore,no,6,notSure,twoThreeYrs,maybe
1,male,singleRoom,blockBrick,earthed,5,yes,no,notSure,5,far,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,bad,boda,none,below500,below5000,1500,n/a,verySerious,verySerious,verySerious,verySerious,yes,doingNothing,doingNothing,no,10,notSure,moreThree,maybe
4,male,SC_two_bedr,stone,tiled,8,yes,yes,notSure,8,far,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,good,other,salaried,501_1000,30_000_50_000,0,n/a,verySerious,verySerious,verySerious,verySerious,yes,doMore,doMore,no,17,notSure,moreThree,maybe
