HS_size,HS_Head,house_type,wallMaterial,floor_status,waterSupplyRating,securityConsideration,entryRestrictions,insecurityReports,conduciveEnvironment,distanceTown,amenities.schools,amenities.tertiaryEducation,amenities.healthCenters,amenities.socialHalls,amenities.tradeCenters,amenities.worshipCenters,amenities.other,roadState,Which_means_of_transport_do_you_use,employmentStatus,HS_expenditure,jointIncome,rentPrice,currentIssues.currentIssues_header,currentIssues.State_of_the_economy_nd_employment_market,currentIssues.Food_Security_and_nutrition,currentIssues.Affordable_housing,currentIssues.Access_to_affordable_healthcare,homeOwnershipAspire,NGActions,countyActions,enoughtHousing,stayLength,expectMove,expectMove_HS,supportAHProject
1,male,bedsitter,blockBrick,tiled,7,yes,yes,notSure,7,near,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,good,boda,selfEmployed,501_1000,10_001_30_000,6500,n/a,verySerious,verySerious,verySerious,fairlySerious,yes,doingNothing,doMore,no,4,notSure,withinaYear,yes
2,male,bedsitter,blockBrick,tiled,7,yes,yes,no,7,near,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,good,boda,salaried,501_1000,10_001_30_000,6000,n/a,verySerious,fairlySerious,fairlySerious,fairlySerious,yes,doingNothing,doingNothing,no,8,yes,twoThreeYrs,maybe
1,female,bedsitter,stone,tiled,7,yes,yes,notSure,7,far,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,bad,boda,selfEmployed,501_1000,5001_10_000,5000,n/a,verySerious,verySerious,verySerious,verySerious,yes,doingNothing,doMore,yes,8,notSure,moreThree,yes
1,female,singleRoom,blockBrick,cemented,6,yes,yes,no,7,far,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,bad,boda,selfEmployed,below500,below5000,2000,n/a,verySerious,verySerious,verySerious,verySerious,yes,doingNothing,doMore,no,5,yes,twoThreeYrs,maybe
2,female,doubleRoom,stone,cemented,6,yes,no,yes,6,veryNear,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,good,boda,salaried,below500,5001_10_000,4000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,5,yes,withinaYear,yes
1,male,singleRoom,blockBrick,cemented,5,yes,no,yes,4,near,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,bad,boda,none,below500,below5000,1500,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,4,yes,twoThreeYrs,yes
2,male,bedsitter,stone,tiled,8,yes,no,yes,5,near,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,good,boda,salaried,below500,5001_10_000,5000,n/a,notProblem,notProblem,notProblem,notProblem,yes,doMore,doMore,no,3,yes,twoThreeYrs,yes
6,female,SC_three_bedr,stone,tiled,8,yes,yes,yes,8,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,good,boda,none,501_1000,above50_000,6000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,14,no,twoThreeYrs,maybe
1,male,singleRoom,stone,cemented,5,yes,yes,yes,5,far,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,bad,matatu,selfEmployed,below500,10_001_30_000,3000,n/a,fairlySerious,fairlySerious,fairlySerious,fairlySerious,yes,doMore,doMore,no,5,yes,withinaYear,maybe
3,male,doubleRoom,blockBrick,earthed,3,yes,no,yes,4,far,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,good,boda,none,below500,below5000,2000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,8,yes,twoThreeYrs,yes
3,female,doubleRoom,blockBrick,cemented,7,yes,no,yes,4,veryNear,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,selfEmployed,below500,below5000,3500,n/a,somewhatProblem,somewhatProblem,somewhatProblem,fairlySerious,yes,doMore,doMore,no,8,yes,moreThree,yes
2,male,singleRoom,blockBrick,cemented,8,yes,yes,no,7,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,none,below500,below5000,1600,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,8,yes,moreThree,yes
5,male,singleRoom,blockBrick,cemented,7,yes,no,yes,5,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,selfEmployed,below500,below5000,3000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,7,yes,moreThree,yes
4,male,singleRoom,blockBrick,earthed,7,yes,no,yes,5,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,selfEmployed,below500,below5000,3000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,3,yes,moreThree,yes
4,female,doubleRoom,blockBrick,cemented,5,yes,no,yes,5,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,below500,5001_10_000,3000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,16,yes,twoThreeYrs,yes
1,male,bedsitter,stone,tiled,7,yes,no,yes,5,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,below500,10_001_30_000,6000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,3,yes,moreThree,yes
2,male,bedsitter,stone,cemented,6,yes,no,yes,5,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,below500,10_001_30_000,6500,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,3,yes,moreThree,yes
4,male,bedsitter,stone,cemented,6,yes,no,yes,7,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,501_1000,10_001_30_000,6000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,yes,3,yes,twoThreeYrs,yes
3,male,bedsitter,stone,tiled,6,yes,no,yes,7,near,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,bad,boda,selfEmployed,below500,10_001_30_000,6000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,3,yes,twoThreeYrs,yes
5,male,SC_one_bedr,blockBrick,cemented,5,yes,no,yes,7,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,501_1000,5001_10_000,5000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,3,yes,twoThreeYrs,yes
6,female,doubleRoom,stone,cemented,6,yes,no,yes,5,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,below500,10_001_30_000,4000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,13,yes,twoThreeYrs,yes
5,male,doubleRoom,blockBrick,cemented,5,yes,no,yes,5,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,501_1000,10_001_30_000,4000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,yes,6,yes,twoThreeYrs,yes
2,female,bedsitter,stone,cemented,5,yes,no,yes,6,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,below500,10_001_30_000,6500,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,4,yes,twoThreeYrs,yes
5,male,doubleRoom,blockBrick,earthed,7,yes,no,yes,6,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,selfEmployed,below500,5001_10_000,3500,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,6,yes,moreThree,yes
5,male,doubleRoom,blockBrick,cemented,6,yes,no,yes,5,near,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,bad,boda,selfEmployed,below500,5001_10_000,3500,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,5,yes,moreThree,yes
4,male,doubleRoom,blockBrick,cemented,6,yes,no,yes,6,near,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,bad,boda,salaried,below500,10_001_30_000,3000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,5,yes,moreThree,yes
3,male,bedsitter,blockBrick,tiled,5,yes,no,yes,6,near,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,bad,boda,selfEmployed,below500,10_001_30_000,5000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,5,yes,twoThreeYrs,yes
4,male,bedsitter,blockBrick,cemented,6,yes,no,yes,7,near,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,bad,boda,salaried,below500,10_001_30_000,5000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,5,yes,moreThree,yes
4,male,doubleRoom,blockBrick,cemented,6,yes,no,yes,6,near,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,bad,boda,selfEmployed,501_1000,10_001_30_000,3500,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,5,yes,moreThree,yes
5,female,bedsitter,stone,cemented,6,yes,no,yes,6,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,501_1000,10_001_30_000,8000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,5,yes,twoThreeYrs,yes
4,male,singleRoom,blockBrick,tiled,2,yes,no,no,3,far,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,good,boda,none,below500,5001_10_000,4500,n/a,notProblem,fairlySerious,notProblem,notProblem,yes,doingNothing,doingNothing,no,5,no,moreThree,maybe
5,female,SC_three_bedr,blockBrick,tiled,8,yes,no,no,7,far,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,good,matatu,none,1001_3000,above50_000,15000,n/a,verySerious,verySerious,fairlySerious,verySerious,no,doMore,doMore,no,5,yes,withinaYear,yes
3,male,singleRoom,blockBrick,earthed,5,yes,no,yes,5,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,none,below500,below5000,1200,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,4,yes,moreThree,yes
7,male,doubleRoom,mud,cemented,6,yes,no,yes,5,near,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,bad,boda,selfEmployed,below500,10_001_30_000,3500,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,6,yes,twoThreeYrs,yes
5,male,doubleRoom,stone,cemented,6,yes,no,yes,6,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,below500,30_000_50_000,3500,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,6,yes,twoThreeYrs,yes
2,male,SC_one_bedr,stone,cemented,5,yes,no,yes,6,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,below500,10_001_30_000,8000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,4,yes,twoThreeYrs,yes
5,male,doubleRoom,blockBrick,cemented,5,yes,no,yes,5,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,selfEmployed,below500,10_001_30_000,3500,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,5,yes,twoThreeYrs,yes
6,male,doubleRoom,stone,cemented,7,yes,no,yes,6,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,none,below500,below5000,3500,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,4,yes,twoThreeYrs,yes
2,male,SC_one_bedr,stone,cemented,6,yes,no,yes,5,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,below500,5001_10_000,8000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,15,yes,twoThreeYrs,yes
6,male,doubleRoom,blockBrick,cemented,5,yes,no,yes,5,veryNear,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,good,boda,none,below500,5001_10_000,3000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,5,yes,twoThreeYrs,yes
5,male,doubleRoom,blockBrick,earthed,4,yes,no,yes,5,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,501_1000,30_000_50_000,3500,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,5,yes,twoThreeYrs,yes
5,male,doubleRoom,stone,cemented,5,yes,no,yes,5,near,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,bad,boda,salaried,below500,10_001_30_000,3500,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,15,yes,twoThreeYrs,yes
4,female,singleRoom,blockBrick,tiled,3,yes,yes,no,5,far,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,good,boda,none,below500,5001_10_000,1600,n/a,verySerious,fairlySerious,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,6,yes,withinaYear,yes
2,male,bedsitter,blockBrick,tiled,5,yes,yes,yes,5,near,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,good,boda,salaried,1001_3000,10_001_30_000,8000,n/a,verySerious,fairlySerious,somewhatProblem,somewhatProblem,yes,doMore,doMore,notSure,5,no,withinaYear,yes
4,male,SC_one_bedr,stone,cemented,7,yes,no,yes,6,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,good,boda,salaried,501_1000,30_000_50_000,8500,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,3,yes,moreThree,yes
3,female,doubleRoom,blockBrick,tiled,5,yes,yes,notSure,5,near,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,bad,boda,salaried,1001_3000,10_001_30_000,3500,n/a,fairlySerious,somewhatProblem,fairlySerious,somewhatProblem,yes,doMore,doMore,no,3,no,twoThreeYrs,yes
2,female,SC_one_bedr,blockBrick,cemented,5,yes,yes,notSure,5,near,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,good,boda,salaried,501_1000,10_001_30_000,8000,n/a,fairlySerious,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,notSure,4,no,moreThree,yes
5,female,singleRoom,blockBrick,tiled,6,yes,yes,yes,5,near,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,good,boda,salaried,501_1000,10_001_30_000,2000,n/a,fairlySerious,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,3,no,twoThreeYrs,yes
2,male,singleRoom,stone,tiled,5,yes,no,yes,4,far,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,selfEmployed,below500,10_001_30_000,1600,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,3,yes,withinaYear,yes
2,male,singleRoom,blockBrick,tiled,2,yes,no,no,6,near,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,bad,boda,none,below500,below5000,1800,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,6,yes,withinaYear,yes
3,male,doubleRoom,stone,cemented,4,yes,yes,yes,4,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,matatu,salaried,below500,10_001_30_000,3500,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,5,yes,twoThreeYrs,yes
4,female,bedsitter,stone,tiled,5,yes,yes,yes,5,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,1001_3000,below5000,8000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,3,no,twoThreeYrs,yes
4,male,doubleRoom,blockBrick,cemented,4,yes,no,yes,6,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,501_1000,10_001_30_000,3500,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,16,yes,twoThreeYrs,yes
6,male,doubleRoom,stone,cemented,7,yes,no,yes,5,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,below500,10_001_30_000,3200,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,14,yes,twoThreeYrs,yes
5,male,singleRoom,stone,cemented,3,yes,no,no,3,far,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,veryGood,boda,selfEmployed,below500,5001_10_000,2500,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,5,yes,withinaYear,yes
5,male,doubleRoom,blockBrick,cemented,6,yes,no,yes,6,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,below500,10_001_30_000,3200,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,15,yes,twoThreeYrs,yes
4,male,doubleRoom,blockBrick,tiled,6,yes,no,yes,4,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,selfEmployed,501_1000,10_001_30_000,3500,n/a,verySerious,verySerious,verySerious,verySerious,yes,doingEnough,doMore,no,12,yes,moreThree,yes
3,male,bedsitter,blockBrick,tiled,4,yes,no,yes,4,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,501_1000,30_000_50_000,8000,n/a,verySerious,verySerious,verySerious,verySerious,yes,doMore,doMore,no,10,yes,twoThreeYrs,yes
2,male,bedsitter,blockBrick,cemented,6,yes,no,yes,5,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,below500,10_001_30_000,7000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,3,yes,twoThreeYrs,yes
5,female,doubleRoom,stone,cemented,5,yes,no,yes,5,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,selfEmployed,below500,10_001_30_000,3000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,5,yes,twoThreeYrs,yes
3,female,doubleRoom,blockBrick,cemented,6,yes,no,yes,6,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,below500,10_001_30_000,3000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,16,yes,moreThree,yes
5,female,doubleRoom,blockBrick,cemented,6,yes,no,yes,3,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,below500,10_001_30_000,3000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,5,yes,twoThreeYrs,yes
2,male,bedsitter,stone,tiled,6,yes,no,yes,7,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,below500,30_000_50_000,9000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,4,yes,twoThreeYrs,yes
1,female,singleRoom,blockBrick,cemented,5,yes,no,yes,3,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,below500,10_001_30_000,1500,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,2,yes,twoThreeYrs,yes
1,female,bedsitter,blockBrick,cemented,6,yes,no,yes,6,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,below500,10_001_30_000,5000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,1,yes,twoThreeYrs,yes
2,male,doubleRoom,blockBrick,earthed,6,yes,no,yes,5,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,below500,10_001_30_000,3000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,yes,1,yes,twoThreeYrs,yes
4,male,bedsitter,stone,cemented,5,yes,no,yes,5,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,selfEmployed,below500,10_001_30_000,6600,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,1,yes,twoThreeYrs,yes
1,male,bedsitter,stone,cemented,5,yes,no,yes,6,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,below500,10_001_30_000,8000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,yes,1,yes,twoThreeYrs,yes
1,male,singleRoom,blockBrick,cemented,8,yes,no,yes,3,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,selfEmployed,501_1000,below5000,1600,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,1,yes,twoThreeYrs,yes
1,male,bedsitter,stone,cemented,4,yes,no,yes,4,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,selfEmployed,501_1000,30_000_50_000,8000,n/a,verySerious,verySerious,verySerious,verySerious,yes,doMore,doMore,no,13,no,twoThreeYrs,yes
3,male,doubleRoom,stone,cemented,4,yes,no,yes,4,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,501_1000,10_001_30_000,6000,n/a,verySerious,verySerious,verySerious,verySerious,yes,doMore,doMore,no,15,no,moreThree,yes
4,male,bedsitter,stone,tiled,4,yes,no,yes,4,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,selfEmployed,501_1000,30_000_50_000,7000,n/a,verySerious,verySerious,verySerious,verySerious,yes,doMore,doMore,no,9,no,withinaYear,yes
1,male,bedsitter,stone,tiled,8,yes,no,yes,7,near,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,good,boda,selfEmployed,below500,5001_10_000,5000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,yes,2,yes,twoThreeYrs,yes
1,female,bedsitter,stone,tiled,8,yes,no,yes,7,near,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,good,tuktuk,selfEmployed,below500,5001_10_000,5000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,1,yes,twoThreeYrs,yes
6,female,doubleRoom,blockBrick,cemented,5,yes,no,yes,6,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,none,below500,10_001_30_000,3000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,1,yes,twoThreeYrs,yes
1,male,bedsitter,stone,tiled,10,yes,no,no,9,near,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,good,boda,none,below500,5001_10_000,6500,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doingNothing,doingNothing,no,1,notSure,withinaYear,yes
3,male,SC_one_bedr,stone,tiled,9,yes,yes,yes,8,near,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,veryGood,boda,selfEmployed,below500,10_001_30_000,5000,n/a,fairlySerious,fairlySerious,somewhatProblem,fairlySerious,undecided,doMore,doMore,notSure,1,yes,withinaYear,maybe
4,male,SC_two_bedr,stone,tiled,10,yes,yes,yes,9,veryFar,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,good,tuktuk,salaried,501_1000,30_000_50_000,11000,n/a,notProblem,fairlySerious,fairlySerious,fairlySerious,yes,doMore,doMore,yes,3,no,moreThree,yes
4,female,SC_two_bedr,stone,tiled,10,yes,yes,yes,8,far,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,good,tuktuk,selfEmployed,501_1000,30_000_50_000,12000,n/a,fairlySerious,somewhatProblem,fairlySerious,fairlySerious,yes,doingEnough,doMore,yes,3,no,moreThree,maybe
3,male,SC_one_bedr,blockBrick,tiled,9,yes,yes,notSure,9,far,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,good,boda,salaried,501_1000,30_000_50_000,9000,n/a,somewhatProblem,fairlySerious,fairlySerious,fairlySerious,yes,doMore,doMore,notSure,2,notSure,moreThree,maybe
