HS_size,HS_Head,house_type,wallMaterial,floor_status,waterSupplyRating,securityConsideration,entryRestrictions,insecurityReports,conduciveEnvironment,distanceTown,amenities.schools,amenities.tertiaryEducation,amenities.healthCenters,amenities.socialHalls,amenities.tradeCenters,amenities.worshipCenters,amenities.other,roadState,Which_means_of_transport_do_you_use,employmentStatus,HS_expenditure,jointIncome,rentPrice,currentIssues.currentIssues_header,currentIssues.State_of_the_economy_nd_employment_market,currentIssues.Food_Security_and_nutrition,currentIssues.Affordable_housing,currentIssues.Access_to_affordable_healthcare,homeOwnershipAspire,NGActions,countyActions,enoughtHousing,stayLength,expectMove,expectMove_HS,supportAHProject
2,male,SC_one_bedr,stone,tiled,9,yes,yes,notSure,9,near,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,good,boda,salaried,501_1000,30_000_50_000,7500,n/a,notProblem,fairlySerious,somewhatProblem,fairlySerious,yes,doMore,doMore,notSure,1,yes,withinaYear,maybe
3,male,SC_one_bedr,stone,cemented,9,yes,yes,notSure,8,near,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,good,boda,selfEmployed,501_1000,30_000_50_000,8000,n/a,somewhatProblem,fairlySerious,somewhatProblem,fairlySerious,yes,doingEnough,doMore,notSure,1,yes,withinaYear,maybe
4,male,SC_one_bedr,stone,tiled,9,yes,yes,yes,8,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,good,boda,selfEmployed,501_1000,10_001_30_000,7500,n/a,fairlySerious,somewhatProblem,fairlySerious,somewhatProblem,yes,doMore,doMore,no,2,yes,withinaYear,maybe
4,male,SC_one_bedr,stone,tiled,9,yes,yes,notSure,8,far,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,good,boda,salaried,501_1000,30_000_50_000,7500,n/a,somewhatProblem,fairlySerious,somewhatProblem,fairlySerious,undecided,doMore,doMore,notSure,3,no,moreThree,maybe
2,male,SC_one_bedr,stone,tiled,8,yes,yes,yes,9,far,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,good,boda,selfEmployed,501_1000,30_000_50_000,7500,n/a,notProblem,fairlySerious,somewhatProblem,fairlySerious,yes,doMore,doMore,yes,3,no,moreThree,maybe
2,female,SC_one_bedr,stone,tiled,8,yes,yes,notSure,8,far,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,good,boda,salaried,501_1000,30_000_50_000,7500,n/a,notProblem,notProblem,notProblem,notProblem,undecided,doMore,doingNothing,notSure,1,yes,withinaYear,maybe
2,male,SC_one_bedr,stone,tiled,8,notSure,yes,yes,8,far,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,good,boda,salaried,501_1000,30_000_50_000,7500,n/a,notProblem,fairlySerious,somewhatProblem,somewhatProblem,undecided,doingNothing,doingNothing,notSure,2,yes,twoThreeYrs,maybe
3,male,SC_two_bedr,blockBrick,cemented,8,yes,yes,notSure,8,veryFar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,bad,boda,salaried,1001_3000,30_000_50_000,7000,n/a,notProblem,notProblem,notProblem,notProblem,yes,doMore,doMore,notSure,1,yes,withinaYear,maybe
4,female,SC_one_bedr,blockBrick,cemented,8,yes,yes,notSure,7,veryFar,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,bad,tuktuk,selfEmployed,501_1000,30_000_50_000,7000,n/a,notProblem,fairlySerious,somewhatProblem,somewhatProblem,yes,doMore,doMore,notSure,1,yes,twoThreeYrs,yes
2,male,SC_one_bedr,blockBrick,cemented,8,yes,yes,yes,8,veryFar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,bad,boda,salaried,501_1000,30_000_50_000,7000,n/a,notProblem,fairlySerious,somewhatProblem,somewhatProblem,yes,doMore,doingNothing,notSure,1,yes,twoThreeYrs,maybe
3,male,SC_one_bedr,blockBrick,cemented,9,yes,yes,notSure,9,veryFar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,bad,boda,salaried,501_1000,30_000_50_000,7000,n/a,notProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doingNothing,doingNothing,notSure,1,yes,withinaYear,maybe
4,male,SC_two_bedr,blockBrick,cemented,9,yes,yes,notSure,8,far,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,good,boda,selfEmployed,501_1000,30_000_50_000,10000,n/a,notProblem,fairlySerious,somewhatProblem,somewhatProblem,yes,doMore,doMore,notSure,1,yes,withinaYear,maybe
15,male,SC_two_bedr,blockBrick,cemented,9,no,yes,notSure,8,near,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,good,tuktuk,salaried,1001_3000,above50_000,10000,n/a,notProblem,fairlySerious,somewhatProblem,fairlySerious,yes,doMore,doMore,notSure,2,yes,twoThreeYrs,maybe
4,female,SC_two_bedr,blockBrick,cemented,9,yes,yes,yes,9,near,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,good,tuktuk,salaried,501_1000,30_000_50_000,10500,n/a,notProblem,notProblem,fairlySerious,fairlySerious,yes,doMore,doMore,no,1,notSure,withinaYear,maybe
5,male,SC_two_bedr,blockBrick,tiled,9,yes,no,yes,8,veryFar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,bad,boda,salaried,1001_3000,above50_000,10000,n/a,notProblem,fairlySerious,somewhatProblem,fairlySerious,yes,doMore,doMore,no,2,yes,twoThreeYrs,maybe
4,female,SC_two_bedr,stone,tiled,9,yes,yes,yes,8,far,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,good,boda,salaried,501_1000,30_000_50_000,9500,n/a,notProblem,fairlySerious,somewhatProblem,fairlySerious,yes,doMore,doMore,notSure,2,yes,withinaYear,maybe
4,male,SC_two_bedr,stone,tiled,9,yes,yes,yes,9,far,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,good,tuktuk,salaried,501_1000,above50_000,10000,n/a,notProblem,fairlySerious,somewhatProblem,fairlySerious,yes,doMore,doMore,notSure,4,no,moreThree,maybe
5,male,SC_two_bedr,stone,tiled,9,yes,yes,yes,9,near,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,good,boda,selfEmployed,501_1000,above50_000,12000,n/a,notProblem,fairlySerious,somewhatProblem,fairlySerious,yes,doMore,doMore,yes,2,no,moreThree,maybe
5,female,SC_two_bedr,stone,tiled,9,yes,yes,yes,8,near,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,good,boda,selfEmployed,501_1000,above50_000,12000,n/a,notProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,1,notSure,twoThreeYrs,maybe
4,male,SC_two_bedr,stone,tiled,9,yes,yes,yes,9,near,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,good,boda,selfEmployed,1001_3000,above50_000,12000,n/a,notProblem,somewhatProblem,notProblem,notProblem,yes,doMore,doMore,notSure,3,yes,twoThreeYrs,maybe
6,male,SC_two_bedr,stone,tiled,9,yes,yes,notSure,9,near,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,good,boda,salaried,1001_3000,above50_000,12000,n/a,notProblem,fairlySerious,somewhatProblem,somewhatProblem,yes,doMore,doMore,notSure,4,no,moreThree,maybe
4,female,SC_two_bedr,stone,cemented,9,yes,no,yes,9,veryFar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,bad,boda,selfEmployed,501_1000,30_000_50_000,10000,n/a,notProblem,fairlySerious,somewhatProblem,somewhatProblem,yes,doingNothing,doingNothing,no,1,yes,withinaYear,maybe
5,male,SC_two_bedr,stone,cemented,9,yes,no,yes,9,far,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,bad,boda,salaried,501_1000,above50_000,10000,n/a,notProblem,notProblem,fairlySerious,notProblem,yes,doingNothing,doMore,notSure,3,yes,twoThreeYrs,maybe
4,male,SC_two_bedr,stone,cemented,9,yes,yes,yes,10,far,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,good,boda,selfEmployed,1001_3000,above50_000,12000,n/a,notProblem,fairlySerious,fairlySerious,fairlySerious,yes,doingNothing,doMore,notSure,5,yes,twoThreeYrs,maybe
5,male,SC_two_bedr,blockBrick,cemented,9,yes,yes,yes,8,far,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,good,boda,selfEmployed,1001_3000,above50_000,12000,n/a,notProblem,fairlySerious,somewhatProblem,fairlySerious,yes,doingNothing,doMore,notSure,5,yes,withinaYear,maybe
5,male,SC_two_bedr,stone,cemented,9,yes,yes,yes,9,far,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,good,boda,selfEmployed,501_1000,above50_000,12000,n/a,notProblem,somewhatProblem,fairlySerious,somewhatProblem,yes,doingNothing,doMore,no,6,yes,withinaYear,maybe
2,female,doubleRoom,stone,cemented,8,yes,no,notSure,8,far,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,good,boda,selfEmployed,501_1000,30_000_50_000,4500,n/a,notProblem,fairlySerious,notProblem,notProblem,undecided,doMore,doMore,notSure,1,notSure,twoThreeYrs,maybe
2,male,singleRoom,blockBrick,cemented,7,yes,no,no,8,veryFar,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,veryGood,boda,none,below500,below5000,2500,n/a,notProblem,fairlySerious,fairlySerious,somewhatProblem,undecided,doingNothing,doingNothing,no,2,yes,immediately,maybe
3,male,singleRoom,blockBrick,cemented,8,yes,no,notSure,8,veryFar,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,veryGood,boda,none,below500,below5000,2500,n/a,notProblem,notProblem,notProblem,notProblem,undecided,doingNothing,doingNothing,notSure,1,yes,withinaYear,maybe
3,male,singleRoom,blockBrick,cemented,8,yes,no,notSure,7,veryFar,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,veryGood,boda,salaried,below500,10_001_30_000,3000,n/a,notProblem,notProblem,fairlySerious,notProblem,yes,doingNothing,doingNothing,notSure,1,yes,immediately,maybe
1,female,singleRoom,blockBrick,cemented,7,yes,no,yes,7,veryFar,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,veryGood,boda,selfEmployed,below500,10_001_30_000,3000,n/a,fairlySerious,notProblem,fairlySerious,somewhatProblem,undecided,doingNothing,doMore,notSure,4,yes,withinaYear,maybe
1,female,singleRoom,blockBrick,cemented,7,no,no,yes,7,veryFar,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,veryGood,boda,selfEmployed,below500,10_001_30_000,3000,n/a,notProblem,somewhatProblem,notProblem,somewhatProblem,yes,doingNothing,doMore,notSure,3,notSure,withinaYear,maybe
2,female,singleRoom,blockBrick,cemented,6,yes,notSure,notSure,7,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,good,boda,salaried,501_1000,10_001_30_000,3000,n/a,fairlySerious,verySerious,fairlySerious,verySerious,yes,doMore,doMore,notSure,12,notSure,moreThree,maybe
1,male,singleRoom,blockBrick,cemented,7,yes,yes,notSure,8,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,good,boda,selfEmployed,501_1000,5001_10_000,3000,n/a,fairlySerious,somewhatProblem,verySerious,fairlySerious,undecided,doMore,doingNothing,notSure,10,notSure,moreThree,maybe
2,female,singleRoom,blockBrick,cemented,6,yes,notSure,notSure,7,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,good,boda,salaried,1001_3000,10_001_30_000,3000,n/a,verySerious,fairlySerious,verySerious,verySerious,undecided,doMore,doingNothing,notSure,5,notSure,moreThree,maybe
1,female,singleRoom,blockBrick,cemented,6,notSure,notSure,notSure,7,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,good,boda,none,501_1000,below5000,3000,n/a,somewhatProblem,fairlySerious,fairlySerious,verySerious,undecided,doMore,doMore,notSure,13,notSure,withinaYear,maybe
3,male,singleRoom,blockBrick,cemented,7,notSure,notSure,notSure,6,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,good,boda,salaried,501_1000,10_001_30_000,3500,n/a,verySerious,fairlySerious,verySerious,fairlySerious,undecided,doMore,doMore,notSure,6,notSure,twoThreeYrs,maybe
1,female,singleRoom,blockBrick,cemented,7,yes,yes,no,6,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,good,boda,selfEmployed,501_1000,10_001_30_000,3500,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,undecided,doMore,doMore,notSure,8,notSure,twoThreeYrs,maybe
3,male,singleRoom,blockBrick,cemented,8,notSure,notSure,notSure,5,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,good,boda,selfEmployed,501_1000,10_001_30_000,3500,n/a,verySerious,fairlySerious,verySerious,verySerious,undecided,doMore,doMore,notSure,9,notSure,twoThreeYrs,maybe
2,female,singleRoom,blockBrick,cemented,6,notSure,notSure,notSure,8,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,good,boda,salaried,501_1000,10_001_30_000,3500,n/a,verySerious,fairlySerious,verySerious,fairlySerious,undecided,doMore,doMore,notSure,6,notSure,twoThreeYrs,maybe
2,female,singleRoom,blockBrick,cemented,7,notSure,notSure,notSure,8,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,good,boda,salaried,501_1000,10_001_30_000,3500,n/a,somewhatProblem,somewhatProblem,verySerious,somewhatProblem,undecided,doMore,doingNothing,notSure,6,notSure,moreThree,maybe
1,female,singleRoom,blockBrick,cemented,6,yes,yes,notSure,7,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,good,boda,salaried,501_1000,10_001_30_000,3500,n/a,somewhatProblem,fairlySerious,verySerious,verySerious,undecided,doMore,doingNothing,notSure,8,notSure,moreThree,maybe
1,female,singleRoom,blockBrick,cemented,7,yes,yes,notSure,6,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,good,boda,selfEmployed,501_1000,10_001_30_000,3500,n/a,verySerious,fairlySerious,verySerious,verySerious,undecided,doMore,doMore,notSure,10,notSure,moreThree,maybe
2,female,singleRoom,blockBrick,cemented,7,yes,yes,notSure,6,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,good,boda,none,501_1000,below5000,3500,n/a,somewhatProblem,verySerious,verySerious,somewhatProblem,undecided,doMore,doMore,notSure,7,notSure,twoThreeYrs,maybe
1,female,singleRoom,blockBrick,cemented,7,yes,yes,notSure,7,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,good,boda,salaried,501_1000,10_001_30_000,3500,n/a,verySerious,somewhatProblem,verySerious,somewhatProblem,undecided,doMore,doMore,notSure,12,notSure,moreThree,maybe
2,female,singleRoom,blockBrick,cemented,6,notSure,notSure,notSure,7,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,good,boda,salaried,501_1000,10_001_30_000,3500,n/a,verySerious,verySerious,verySerious,verySerious,undecided,doMore,doMore,notSure,15,notSure,moreThree,maybe
2,male,singleRoom,blockBrick,cemented,5,notSure,notSure,notSure,7,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,good,boda,selfEmployed,501_1000,10_001_30_000,3500,n/a,fairlySerious,fairlySerious,verySerious,fairlySerious,undecided,doMore,doMore,notSure,6,notSure,moreThree,maybe
3,male,singleRoom,blockBrick,cemented,7,yes,notSure,notSure,6,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,good,boda,selfEmployed,501_1000,10_001_30_000,3500,n/a,fairlySerious,fairlySerious,verySerious,somewhatProblem,undecided,doMore,doMore,notSure,13,notSure,moreThree,maybe
1,female,singleRoom,blockBrick,cemented,7,yes,notSure,notSure,6,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,good,boda,none,501_1000,below5000,3500,n/a,fairlySerious,somewhatProblem,fairlySerious,fairlySerious,undecided,doMore,doingNothing,notSure,11,notSure,twoThreeYrs,maybe
2,female,singleRoom,blockBrick,cemented,7,notSure,notSure,notSure,7,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,good,boda,selfEmployed,501_1000,10_001_30_000,3500,n/a,somewhatProblem,fairlySerious,verySerious,fairlySerious,undecided,doMore,doMore,notSure,7,notSure,moreThree,maybe
1,male,singleRoom,blockBrick,cemented,6,notSure,notSure,notSure,8,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,good,boda,salaried,501_1000,10_001_30_000,3500,n/a,verySerious,fairlySerious,verySerious,verySerious,undecided,doMore,doMore,notSure,14,notSure,moreThree,maybe
1,female,singleRoom,blockBrick,cemented,7,yes,yes,notSure,7,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,good,boda,selfEmployed,501_1000,10_001_30_000,3500,n/a,verySerious,fairlySerious,verySerious,verySerious,undecided,doMore,doMore,notSure,15,notSure,moreThree,maybe
3,female,singleRoom,blockBrick,cemented,7,yes,notSure,notSure,8,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,good,boda,salaried,501_1000,10_001_30_000,3500,n/a,somewhatProblem,somewhatProblem,verySerious,fairlySerious,undecided,doMore,doMore,notSure,14,notSure,twoThreeYrs,maybe
3,male,singleRoom,blockBrick,cemented,7,notSure,notSure,notSure,7,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,good,boda,salaried,501_1000,10_001_30_000,3500,n/a,somewhatProblem,fairlySerious,verySerious,fairlySerious,undecided,doMore,doMore,notSure,9,notSure,moreThree,maybe
1,male,singleRoom,blockBrick,cemented,8,notSure,notSure,notSure,8,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,good,boda,salaried,501_1000,10_001_30_000,3500,n/a,verySerious,fairlySerious,verySerious,somewhatProblem,undecided,doMore,doMore,notSure,3,notSure,withinaYear,maybe
3,female,singleRoom,blockBrick,cemented,7,notSure,notSure,notSure,8,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,good,boda,selfEmployed,501_1000,10_001_30_000,3000,n/a,verySerious,fairlySerious,verySerious,somewhatProblem,undecided,doMore,doMore,notSure,16,notSure,moreThree,maybe
1,male,singleRoom,blockBrick,cemented,7,yes,yes,notSure,7,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,good,boda,salaried,501_1000,10_001_30_000,3000,n/a,somewhatProblem,fairlySerious,verySerious,verySerious,undecided,doMore,doMore,notSure,10,notSure,moreThree,maybe
3,female,singleRoom,blockBrick,cemented,7,yes,yes,notSure,7,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,good,boda,selfEmployed,501_1000,10_001_30_000,3000,n/a,verySerious,fairlySerious,verySerious,verySerious,undecided,doMore,doMore,notSure,19,notSure,twoThreeYrs,maybe
3,female,singleRoom,blockBrick,cemented,8,yes,yes,notSure,7,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,good,boda,salaried,501_1000,10_001_30_000,3000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,undecided,doMore,doMore,notSure,20,notSure,moreThree,maybe
3,male,singleRoom,blockBrick,cemented,7,yes,yes,notSure,8,far,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,good,boda,salaried,501_1000,10_001_30_000,3000,n/a,fairlySerious,somewhatProblem,verySerious,fairlySerious,undecided,doMore,doMore,notSure,13,notSure,twoThreeYrs,maybe
2,male,bedsitter,blockBrick,cemented,6,yes,no,yes,7,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,veryBad,boda,selfEmployed,below500,30_000_50_000,8000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,12,yes,twoThreeYrs,yes
6,female,doubleRoom,blockBrick,earthed,6,yes,no,yes,5,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,below500,10_001_30_000,3200,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,1,yes,twoThreeYrs,yes
5,male,doubleRoom,blockBrick,cemented,6,yes,no,yes,6,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,below500,10_001_30_000,3000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,16,yes,twoThreeYrs,yes
4,male,doubleRoom,mud,earthed,4,yes,no,yes,6,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,below500,10_001_30_000,1000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,1,yes,twoThreeYrs,yes
1,male,singleRoom,blockBrick,cemented,5,yes,no,yes,6,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,below500,10_001_30_000,3000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,1,yes,twoThreeYrs,yes
1,male,SC_one_bedr,stone,cemented,6,yes,no,yes,6,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,below500,30_000_50_000,8000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,2,yes,twoThreeYrs,yes
5,male,doubleRoom,stone,cemented,5,yes,no,yes,6,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,below500,10_001_30_000,4000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,6,yes,twoThreeYrs,yes
6,male,doubleRoom,blockBrick,cemented,6,yes,no,yes,7,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,selfEmployed,below500,10_001_30_000,3500,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,12,yes,moreThree,yes
1,male,bedsitter,stone,tiled,5,yes,no,yes,6,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,below500,10_001_30_000,8000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,16,yes,twoThreeYrs,yes
5,male,doubleRoom,stone,cemented,6,yes,no,yes,5,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,below500,10_001_30_000,3200,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,13,yes,withinaYear,yes
4,male,doubleRoom,blockBrick,cemented,8,yes,no,yes,6,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,below500,30_000_50_000,3000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,7,yes,twoThreeYrs,yes
4,female,doubleRoom,blockBrick,cemented,5,yes,no,yes,6,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,none,below500,5001_10_000,3000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,14,yes,twoThreeYrs,yes
1,male,singleRoom,blockBrick,cemented,5,yes,no,yes,5,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,selfEmployed,below500,10_001_30_000,1200,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,13,yes,twoThreeYrs,yes
3,female,doubleRoom,mud,earthed,5,yes,no,yes,4,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,none,below500,5001_10_000,800,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,15,yes,moreThree,yes
5,male,doubleRoom,stone,cemented,6,yes,no,yes,6,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,below500,10_001_30_000,3000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,11,yes,twoThreeYrs,yes
4,male,SC_one_bedr,stone,tiled,9,yes,no,yes,6,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,below500,30_000_50_000,7500,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,14,yes,moreThree,yes
1,male,singleRoom,blockBrick,cemented,6,yes,no,yes,4,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,below500,10_001_30_000,1500,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,12,yes,moreThree,yes
5,female,doubleRoom,blockBrick,cemented,6,yes,no,yes,5,near,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,bad,boda,salaried,below500,10_001_30_000,3000,n/a,somewhatProblem,somewhatProblem,somewhatProblem,somewhatProblem,yes,doMore,doMore,no,12,yes,withinaYear,yes
